SMF,Sacramento International Airport - California,Sacramento,US
MBS,Tri City Airport - Michigan,Saginaw,US
SLC,Salt Lake City International Airport - Utah,Salt Lake City,US
SAT,San Antonio International Airport - Texas,San Antonio,US
SAN,San Diego International Airport - California,San Diego,US
SFO,San Francisco International Airport - California,San Francisco,US
SJC,Norman Y. Mineta International - California,San Jose,US
SBP,San Luis County Regional Airport,San Luis Obispo,US
SNA,John Wayne Airport - California,Santa Ana,US
SBA,Santa Barbara Municipal Airport - California,Santa Barbara,US
SAF,Santa Fe Municipal Airport,Santa Fe,US
SMX,Santa Maria Public Airport - California,Santa Maria,US
SRQ,Bradenton Airport - Florida,Sarasota,US
SAV,Savannah/Hilton Head Airport - Georgia,Savannah,US
SEA,Seattle-Tacoma International Airport - Washington,Seattle,US
SHV,Shreveport Regional Airport,Shreveport,US
FSD,Sioux Falls Regional Airport (Jo Foss Field),Sioux Falls,US
SBN,South Bend Regional - Indiana,South Bend,US
GEG,Spokane International Airport,Spokane,US
SPI,Capital Airport - Illinois,Springfield,US
SGF,Springfield-Branson Regional Airport - Missouri,Springfield,US
SGU,St George Municipal Airport,St George,US
STL,Lambert-St Louis Int'l Airport - Missouri,St Louis,US
SCE,University Park Airport - Pennsylvania,State College,US
SHD,Shenandoah Valley Airport,Staunton,US
SYR,Hancock International Airport - New York,Syracuse,US
TLH,Tallahassee Municipal Airport - Florida,Tallahassee,US
TPA,Tampa International Airport - Florida,Tampa,US
TVC,Traverse City Airport - Michigan,Traverse City,US
TUS,Tucson International Airport - Arizona,Tucson,US
TUL,Tulsa International Airport - Oklahoma,Tulsa,US
TYR,Pounds Field,Tyler,US
EGE,Eagle County Regional Airport,Vail/Eagle,US
IAD,Dulles International Airport - District of Columbia,Washington-Dulles,US
DCA,Ronald Reagan National Airport,Washington-Ronald Reagan National,US
CWA,Central Wisconsin Airport - Wisconsin,Wausau,US
PBI,West Palm Beach International Airport - Florida,West Palm Beach,US
HPN,Westchester County Airport - New York,Westchester County,US
ICT,Mid-Continent Airport - Kansas,Wichita,US
AVP,Wilkes-Barre International Airport,Wilkes-Barre,US
ISN,Sloulin Field International Airport,Williston,US
MVD,Carrasco Airport,Montevideo,UY
TAS,Tashkent International Airport,Tashkent,UZ
VLI,Bauerfield International Airport,Port Vila,VU
CCS,Simon Bolivar Intl Airport,Caracas,VE
MAR,La Chinita Intl Airport,Maracaibo,VE
VLN,Arturo Michelena Intl Airport,Valencia,VE
DAD,Da Nang International Airport,Da Nang,VN
HAN,Noi Bai International Airport,Hanoi,VN
SGN,Tan Son Nhat Int'l Airport,Ho Chi Minh City,VN
STT,Cyril E. King Airport,St Thomas Island,VI
ADE,Aden International Airport,Aden,YE
SAH,Sana'a International Airport,Sana'a,YE
LVI,Livingstone Airport,Livingstone,ZM
LUN,Lusaka International Airport,Lusaka,ZM
NLA,Ndola Airport,Ndola,ZM
HRE,Harare International Airport,Harare,ZW
VFA,Victoria Falls International Airport,Victoria Falls,ZW
